Timestamp,Total_Consumption_kWh,HVAC,Lighting,Machinery,Computers,Refrigeration,Date,Month,Daily_Consumption_kWh,Monthly_Consumption_kWh
1/2/2023 14:00,14.51,3.84,1.16,4.66,1.84,3.01,1/2/2023,2023-01,266.85,8306.69
1/2/2023 15:00,15.32,3.73,1.27,5.1,2.15,3.07,1/2/2023,2023-01,266.85,8306.69
1/2/2023 16:00,14.78,3.4,1.26,5.09,1.86,3.17,1/2/2023,2023-01,266.85,8306.69
1/2/2023 17:00,14.29,3.42,1.1,4.71,1.91,3.15,1/2/2023,2023-01,266.85,8306.69
1/2/2023 18:00,14.98,3.3,1.32,5.19,2.01,3.16,1/2/2023,2023-01,266.85,8306.69
1/2/2023 19:00,8.72,2.31,0.82,2.89,0.98,1.72,1/2/2023,2023-01,266.85,8306.69
1/2/2023 20:00,7.92,1.41,0.49,2.86,1.23,1.93,1/2/2023,2023-01,266.85,8306.69
1/2/2023 21:00,7.08,1.45,0.53,2.11,1.39,1.6,1/2/2023,2023-01,266.85,8306.69
1/2/2023 22:00,7.99,1.95,0.62,2.85,1.07,1.5,1/2/2023,2023-01,266.85,8306.69
1/2/2023 23:00,7.83,2.41,0.78,2.23,0.9,1.51,1/2/2023,2023-01,266.85,8306.69
1/3/2023 0:00,8.98,1.92,0.82,3.34,1.36,1.54,1/3/2023,2023-01,266.96,8306.69
1/3/2023 1:00,7.83,1.66,0.5,3.45,0.93,1.29,1/3/2023,2023-01,266.96,8306.69
1/3/2023 2:00,7.96,1.79,0.54,2.63,0.97,2.03,1/3/2023,2023-01,266.96,8306.69
1/3/2023 3:00,7.69,1.9,0.65,2.02,1.31,1.81,1/3/2023,2023-01,266.96,8306.69
1/3/2023 4:00,7.57,1.69,0.84,2.16,1.37,1.51,1/3/2023,2023-01,266.96,8306.69
1/3/2023 5:00,8.69,1.84,0.7,2.78,1.28,2.09,1/3/2023,2023-01,266.96,8306.69
1/3/2023 6:00,7.59,1.63,0.57,2.87,1.05,1.47,1/3/2023,2023-01,266.96,8306.69
1/3/2023 7:00,7.87,1.46,0.68,2.57,1.33,1.83,1/3/2023,2023-01,266.96,8306.69
1/3/2023 8:00,14.33,3.23,1.15,5.25,1.81,2.89,1/3/2023,2023-01,266.96,8306.69
1/3/2023 9:00,14.7,3.72,1.28,4.61,1.92,3.17,1/3/2023,2023-01,266.96,8306.69
1/3/2023 10:00,13.98,3.24,1.16,4.82,2.05,2.71,1/3/2023,2023-01,266.96,8306.69
1/3/2023 11:00,14.79,3.27,1.27,5.13,2.05,3.07,1/3/2023,2023-01,266.96,8306.69
1/3/2023 12:00,15.71,3.67,1.22,5.47,2.14,3.21,1/3/2023,2023-01,266.96,8306.69
1/3/2023 13:00,15.04,3.51,1.31,5.19,1.89,3.14,1/3/2023,2023-01,266.96,8306.69
1/3/2023 14:00,15.1,3.81,1.29,4.95,2.11,2.94,1/3/2023,2023-01,266.96,8306.69
1/3/2023 15:00,14.85,3.49,1.29,5.14,2.16,2.77,1/3/2023,2023-01,266.96,8306.69
1/3/2023 16:00,14.41,3.39,1.11,5.14,1.93,2.84,1/3/2023,2023-01,266.96,8306.69
1/3/2023 17:00,14.43,3.49,1.17,4.52,2.01,3.24,1/3/2023,2023-01,266.96,8306.69
1/3/2023 18:00,14,3.44,1.28,4.58,1.87,2.83,1/3/2023,2023-01,266.96,8306.69
1/3/2023 19:00,8.61,2.23,0.51,2.89,1.31,1.67,1/3/2023,2023-01,266.96,8306.69
1/3/2023 20:00,8.99,2.1,0.69,3.48,0.93,1.79,1/3/2023,2023-01,266.96,8306.69
1/3/2023 21:00,8.34,1.64,0.73,3.28,1.21,1.48,1/3/2023,2023-01,266.96,8306.69
1/3/2023 22:00,8.44,1.65,0.59,3.29,1.09,1.82,1/3/2023,2023-01,266.96,8306.69
1/3/2023 23:00,7.06,1.86,0.49,2.21,0.87,1.63,1/3/2023,2023-01,266.96,8306.69
1/4/2023 0:00,8.62,1.59,0.61,3.02,1.3,2.1,1/4/2023,2023-01,269.1,8306.69
1/4/2023 1:00,8.41,1.89,0.53,3.37,1.11,1.51,1/4/2023,2023-01,269.1,8306.69
1/4/2023 2:00,7.77,2.14,0.63,2.56,1.09,1.35,1/4/2023,2023-01,269.1,8306.69
1/4/2023 3:00,8.94,1.99,0.62,3.44,0.97,1.92,1/4/2023,2023-01,269.1,8306.69
1/4/2023 4:00,7.95,2.29,0.65,2.49,1.23,1.29,1/4/2023,2023-01,269.1,8306.69
1/4/2023 5:00,6.98,1.6,0.75,2.28,0.84,1.51,1/4/2023,2023-01,269.1,8306.69
1/4/2023 6:00,7.77,2.13,0.82,2.14,1.08,1.6,1/4/2023,2023-01,269.1,8306.69
1/4/2023 7:00,8.78,1.48,0.81,3.37,1.08,2.04,1/4/2023,2023-01,269.1,8306.69
1/4/2023 8:00,14.55,3.27,1.3,5.24,2.04,2.7,1/4/2023,2023-01,269.1,8306.69
1/4/2023 9:00,14.33,3.46,1.11,4.56,2.2,3,1/4/2023,2023-01,269.1,8306.69
1/4/2023 10:00,14.32,3.32,1.21,5.06,1.97,2.76,1/4/2023,2023-01,269.1,8306.69
1/4/2023 11:00,14.8,3.67,1.2,4.86,1.92,3.15,1/4/2023,2023-01,269.1,8306.69
1/4/2023 12:00,15.14,3.85,1.12,5.16,2.09,2.92,1/4/2023,2023-01,269.1,8306.69
1/4/2023 13:00,14.8,3.26,1.17,5.14,2.1,3.13,1/4/2023,2023-01,269.1,8306.69
1/4/2023 14:00,15.16,3.7,1.27,5.11,2.18,2.9,1/4/2023,2023-01,269.1,8306.69
1/4/2023 15:00,14.8,3.66,1.14,4.93,2.14,2.93,1/4/2023,2023-01,269.1,8306.69
1/4/2023 16:00,14.79,3.69,1.16,5.01,2.18,2.75,1/4/2023,2023-01,269.1,8306.69
1/4/2023 17:00,15.14,3.74,1.19,5.05,2.16,3,1/4/2023,2023-01,269.1,8306.69
1/4/2023 18:00,14.84,3.43,1.09,5.18,2.07,3.07,1/4/2023,2023-01,269.1,8306.69
1/4/2023 19:00,7.12,1.65,0.59,2.8,0.87,1.21,1/4/2023,2023-01,269.1,8306.69
1/4/2023 20:00,8.43,1.79,0.84,3.15,1.03,1.62,1/4/2023,2023-01,269.1,8306.69
1/4/2023 21:00,8.61,2.2,0.75,3.2,0.87,1.59,1/4/2023,2023-01,269.1,8306.69
1/4/2023 22:00,7.98,1.62,0.69,3.28,1.15,1.24,1/4/2023,2023-01,269.1,8306.69
1/4/2023 23:00,9.07,1.93,0.63,3.49,1.21,1.81,1/4/2023,2023-01,269.1,8306.69
1/5/2023 0:00,8.72,2.36,0.64,3.06,1.04,1.62,1/5/2023,2023-01,265.82,8306.69
1/5/2023 1:00,7.97,1.84,0.53,3.24,0.84,1.52,1/5/2023,2023-01,265.82,8306.69
1/5/2023 2:00,7.57,2.11,0.76,2.15,0.87,1.68,1/5/2023,2023-01,265.82,8306.69
1/5/2023 3:00,7.51,1.61,0.55,2.87,1.27,1.21,1/5/2023,2023-01,265.82,8306.69
1/5/2023 4:00,7.46,1.66,0.57,2.65,0.93,1.65,1/5/2023,2023-01,265.82,8306.69
1/5/2023 5:00,7.37,1.91,0.51,2.53,1.1,1.32,1/5/2023,2023-01,265.82,8306.69
1/5/2023 6:00,6.76,1.66,0.78,2.12,0.92,1.28,1/5/2023,2023-01,265.82,8306.69
1/5/2023 7:00,8.02,2.11,0.61,2.71,0.92,1.67,1/5/2023,2023-01,265.82,8306.69
1/5/2023 8:00,15.64,3.85,1.3,5.44,2.03,3.02,1/5/2023,2023-01,265.82,8306.69
1/5/2023 9:00,14.72,3.65,1.11,4.64,2.07,3.25,1/5/2023,2023-01,265.82,8306.69
1/5/2023 10:00,14.09,3.31,1.29,4.58,1.94,2.97,1/5/2023,2023-01,265.82,8306.69
1/5/2023 11:00,14.76,3.52,1.21,5.17,1.99,2.87,1/5/2023,2023-01,265.82,8306.69
1/5/2023 12:00,15.37,3.72,1.27,5.45,1.81,3.12,1/5/2023,2023-01,265.82,8306.69
1/5/2023 13:00,14.42,3.28,1.21,5.03,1.94,2.96,1/5/2023,2023-01,265.82,8306.69
1/5/2023 14:00,15.11,3.61,1.22,5.29,2.02,2.97,1/5/2023,2023-01,265.82,8306.69
1/5/2023 15:00,15.54,3.75,1.26,5.45,1.8,3.28,1/5/2023,2023-01,265.82,8306.69
1/5/2023 16:00,14.3,3.38,1.23,4.65,2.02,3.02,1/5/2023,2023-01,265.82,8306.69
1/5/2023 17:00,14.44,3.6,1.14,4.88,2.11,2.71,1/5/2023,2023-01,265.82,8306.69
1/5/2023 18:00,15,3.74,1.19,5.48,1.83,2.76,1/5/2023,2023-01,265.82,8306.69
1/5/2023 19:00,7.4,2.31,0.82,2.18,0.81,1.28,1/5/2023,2023-01,265.82,8306.69
1/5/2023 20:00,8.39,1.69,0.79,3.43,1.05,1.43,1/5/2023,2023-01,265.82,8306.69
1/5/2023 21:00,8.38,1.87,0.75,2.49,1.17,2.1,1/5/2023,2023-01,265.82,8306.69
1/5/2023 22:00,8.44,1.9,0.73,2.89,1.21,1.71,1/5/2023,2023-01,265.82,8306.69
1/5/2023 23:00,8.44,2.12,0.78,2.88,1.04,1.62,1/5/2023,2023-01,265.82,8306.69
1/6/2023 0:00,7.84,2.39,0.67,2.13,0.95,1.7,1/6/2023,2023-01,266.96,8306.69
1/6/2023 1:00,8.5,2.27,0.69,2.57,1.22,1.75,1/6/2023,2023-01,266.96,8306.69
1/6/2023 2:00,8.32,2.22,0.56,2.51,0.94,2.09,1/6/2023,2023-01,266.96,8306.69
1/6/2023 3:00,9.02,1.83,0.79,3.3,1.35,1.75,1/6/2023,2023-01,266.96,8306.69
1/6/2023 4:00,8.54,2.05,0.7,2.8,0.94,2.05,1/6/2023,2023-01,266.96,8306.69
1/6/2023 5:00,7.84,1.84,0.76,2.37,1.19,1.68,1/6/2023,2023-01,266.96,8306.69
1/6/2023 6:00,7.28,2.01,0.72,2.16,1.1,1.29,1/6/2023,2023-01,266.96,8306.69
1/6/2023 7:00,8.3,1.64,0.75,2.85,1.4,1.66,1/6/2023,2023-01,266.96,8306.69
1/6/2023 8:00,14.53,3.35,1.12,4.78,2.01,3.27,1/6/2023,2023-01,266.96,8306.69
1/6/2023 9:00,14.43,3.85,1.14,4.63,1.85,2.96,1/6/2023,2023-01,266.96,8306.69
1/6/2023 10:00,14.61,3.79,1.2,4.71,2.15,2.76,1/6/2023,2023-01,266.96,8306.69
1/6/2023 11:00,14.48,3.53,1.27,5.02,1.84,2.82,1/6/2023,2023-01,266.96,8306.69
1/6/2023 12:00,15.02,3.58,1.31,5.12,2.16,2.85,1/6/2023,2023-01,266.96,8306.69
1/6/2023 13:00,14.36,3.77,1.27,4.53,2.07,2.72,1/6/2023,2023-01,266.96,8306.69
1/6/2023 14:00,14.92,3.16,1.31,4.98,2.18,3.29,1/6/2023,2023-01,266.96,8306.69
1/6/2023 15:00,14.44,3.36,1.27,4.69,1.88,3.24,1/6/2023,2023-01,266.96,8306.69
1/6/2023 16:00,15.4,3.56,1.3,5.39,1.98,3.17,1/6/2023,2023-01,266.96,8306.69
1/6/2023 17:00,14.75,3.43,1.28,5.37,1.84,2.83,1/6/2023,2023-01,266.96,8306.69
1/6/2023 18:00,14.55,3.64,1.23,4.71,2.13,2.84,1/6/2023,2023-01,266.96,8306.69
1/6/2023 19:00,8.64,2.07,0.5,3.12,1.16,1.79,1/6/2023,2023-01,266.96,8306.69
1/6/2023 20:00,7.24,1.85,0.84,2.16,0.99,1.4,1/6/2023,2023-01,266.96,8306.69
1/6/2023 21:00,8.82,1.95,0.53,2.92,1.38,2.04,1/6/2023,2023-01,266.96,8306.69
1/6/2023 22:00,7.34,1.77,0.7,2.35,1.03,1.49,1/6/2023,2023-01,266.96,8306.69
1/6/2023 23:00,7.79,1.57,0.67,3.38,0.81,1.36,1/6/2023,2023-01,266.96,8306.69
1/7/2023 0:00,8.6,2.09,0.7,3.42,1.1,1.29,1/7/2023,2023-01,269.71,8306.69
1/7/2023 1:00,7.45,1.82,0.81,2.6,0.91,1.31,1/7/2023,2023-01,269.71,8306.69
1/7/2023 2:00,6.93,1.75,0.79,2.13,0.88,1.38,1/7/2023,2023-01,269.71,8306.69
1/7/2023 3:00,8.21,2.04,0.64,2.99,1.05,1.49,1/7/2023,2023-01,269.71,8306.69
1/7/2023 4:00,8.15,2.17,0.49,2.53,1.07,1.89,1/7/2023,2023-01,269.71,8306.69
1/7/2023 5:00,7.68,1.79,0.74,2.29,1.4,1.46,1/7/2023,2023-01,269.71,8306.69
1/7/2023 6:00,7.41,1.81,0.7,2.59,1.08,1.23,1/7/2023,2023-01,269.71,8306.69
1/7/2023 7:00,8.97,2.18,0.51,3.14,1.26,1.88,1/7/2023,2023-01,269.71,8306.69
1/7/2023 8:00,15.39,3.4,1.19,5.46,2.18,3.16,1/7/2023,2023-01,269.71,8306.69
1/7/2023 9:00,15.39,3.65,1.21,5.41,1.95,3.17,1/7/2023,2023-01,269.71,8306.69
1/7/2023 10:00,15.47,3.53,1.13,5.47,2.18,3.16,1/7/2023,2023-01,269.71,8306.69
1/7/2023 11:00,15.28,3.41,1.25,5.45,2.19,2.98,1/7/2023,2023-01,269.71,8306.69
1/7/2023 12:00,15.32,3.55,1.28,5.34,2.08,3.07,1/7/2023,2023-01,269.71,8306.69
1/7/2023 13:00,14.97,3.82,1.17,5.19,1.96,2.83,1/7/2023,2023-01,269.71,8306.69
1/7/2023 14:00,14.63,3.21,1.13,5.27,2.18,2.84,1/7/2023,2023-01,269.71,8306.69
1/7/2023 15:00,14.83,3.29,1.27,5.24,1.8,3.23,1/7/2023,2023-01,269.71,8306.69
1/7/2023 16:00,14.33,3.31,1.13,4.79,1.92,3.18,1/7/2023,2023-01,269.71,8306.69
1/7/2023 17:00,14.39,3.53,1.1,4.57,1.9,3.29,1/7/2023,2023-01,269.71,8306.69
1/7/2023 18:00,14.7,3.33,1.16,4.9,2.15,3.16,1/7/2023,2023-01,269.71,8306.69
1/7/2023 19:00,8.31,1.44,0.73,2.78,1.34,2.02,1/7/2023,2023-01,269.71,8306.69
1/7/2023 20:00,8.31,2.32,0.75,2.42,1.02,1.8,1/7/2023,2023-01,269.71,8306.69
1/7/2023 21:00,8.74,1.95,0.52,3.08,1.3,1.89,1/7/2023,2023-01,269.71,8306.69
1/7/2023 22:00,8,2.31,0.66,2.48,0.99,1.56,1/7/2023,2023-01,269.71,8306.69
1/7/2023 23:00,8.25,1.76,0.81,2.94,1.38,1.36,1/7/2023,2023-01,269.71,8306.69
1/8/2023 0:00,8.49,2.27,0.62,3.02,0.95,1.63,1/8/2023,2023-01,266.66,8306.69
1/8/2023 1:00,7.22,1.67,0.51,2.67,1.09,1.28,1/8/2023,2023-01,266.66,8306.69
1/8/2023 2:00,8.99,2.42,0.84,2.95,0.81,1.97,1/8/2023,2023-01,266.66,8306.69
1/8/2023 3:00,8.02,1.95,0.6,3.3,0.83,1.34,1/8/2023,2023-01,266.66,8306.69
1/8/2023 4:00,9.1,2.18,0.81,3.15,0.92,2.04,1/8/2023,2023-01,266.66,8306.69
1/8/2023 5:00,8.24,1.8,0.78,3.07,1.09,1.5,1/8/2023,2023-01,266.66,8306.69
1/8/2023 6:00,7.57,1.71,0.76,2.17,1.31,1.62,1/8/2023,2023-01,266.66,8306.69
1/8/2023 7:00,8.51,1.67,0.49,3.04,1.24,2.07,1/8/2023,2023-01,266.66,8306.69
1/8/2023 8:00,14.3,3.32,1.09,4.69,1.95,3.25,1/8/2023,2023-01,266.66,8306.69
1/8/2023 9:00,15.3,3.64,1.13,5.42,1.86,3.25,1/8/2023,2023-01,266.66,8306.69
1/8/2023 10:00,15.01,3.83,1.19,4.57,2.14,3.28,1/8/2023,2023-01,266.66,8306.69
1/8/2023 11:00,14.69,3.61,1.09,4.65,2.19,3.15,1/8/2023,2023-01,266.66,8306.69
1/8/2023 12:00,14.63,3.26,1.16,5.36,2.02,2.83,1/8/2023,2023-01,266.66,8306.69
1/8/2023 13:00,14.61,3.79,1.29,4.68,1.95,2.9,1/8/2023,2023-01,266.66,8306.69
1/8/2023 14:00,14.9,3.4,1.22,5.24,2.15,2.89,1/8/2023,2023-01,266.66,8306.69
1/8/2023 15:00,13.52,3.16,1.26,4.54,1.83,2.73,1/8/2023,2023-01,266.66,8306.69
1/8/2023 16:00,14.09,3.65,1.14,4.62,1.83,2.85,1/8/2023,2023-01,266.66,8306.69
1/8/2023 17:00,14.6,3.72,1.19,4.74,2.08,2.87,1/8/2023,2023-01,266.66,8306.69
1/8/2023 18:00,15.27,3.32,1.28,5.49,2.08,3.1,1/8/2023,2023-01,266.66,8306.69
1/8/2023 19:00,7.99,2.23,0.58,2.85,1.06,1.27,1/8/2023,2023-01,266.66,8306.69
1/8/2023 20:00,7.6,2.11,0.53,2.46,1.29,1.21,1/8/2023,2023-01,266.66,8306.69
1/8/2023 21:00,8.3,2.03,0.63,3.05,1.03,1.56,1/8/2023,2023-01,266.66,8306.69
1/8/2023 22:00,7.85,1.77,0.51,2.4,1.19,1.98,1/8/2023,2023-01,266.66,8306.69
1/8/2023 23:00,7.86,1.75,0.79,3.08,0.92,1.32,1/8/2023,2023-01,266.66,8306.69
1/9/2023 0:00,9.02,2.06,0.76,3.3,0.85,2.05,1/9/2023,2023-01,272.49,8306.69
1/9/2023 1:00,8.82,2.11,0.69,2.94,1.03,2.05,1/9/2023,2023-01,272.49,8306.69
1/9/2023 2:00,8.39,1.49,0.67,3.05,1.23,1.95,1/9/2023,2023-01,272.49,8306.69
1/9/2023 3:00,8.97,1.98,0.82,3.34,0.92,1.91,1/9/2023,2023-01,272.49,8306.69
1/9/2023 4:00,9.27,2.22,0.67,3.48,1.07,1.83,1/9/2023,2023-01,272.49,8306.69
1/9/2023 5:00,9.23,2.07,0.82,3.4,1,1.94,1/9/2023,2023-01,272.49,8306.69
1/9/2023 6:00,8.15,1.69,0.72,2.68,1.21,1.85,1/9/2023,2023-01,272.49,8306.69
1/9/2023 7:00,7.32,2.09,0.59,2.19,0.9,1.55,1/9/2023,2023-01,272.49,8306.69
1/9/2023 8:00,14.27,3.44,1.28,4.71,2.08,2.76,1/9/2023,2023-01,272.49,8306.69
1/9/2023 9:00,14.75,3.53,1.27,4.68,2.15,3.12,1/9/2023,2023-01,272.49,8306.69
1/9/2023 10:00,14.25,3.26,1.31,4.67,2.07,2.94,1/9/2023,2023-01,272.49,8306.69
1/9/2023 11:00,15.04,3.49,1.2,5.4,1.89,3.06,1/9/2023,2023-01,272.49,8306.69
1/9/2023 12:00,14.94,3.41,1.18,5.41,1.8,3.14,1/9/2023,2023-01,272.49,8306.69
1/9/2023 13:00,14.58,3.74,1.12,4.73,1.81,3.18,1/9/2023,2023-01,272.49,8306.69
1/9/2023 14:00,14.43,3.47,1.28,4.57,2.14,2.97,1/9/2023,2023-01,272.49,8306.69
1/9/2023 15:00,14.91,3.69,1.22,4.79,2.15,3.06,1/9/2023,2023-01,272.49,8306.69
1/9/2023 16:00,14.9,3.75,1.21,4.88,2.17,2.89,1/9/2023,2023-01,272.49,8306.69
1/9/2023 17:00,15.02,3.5,1.21,5.18,2.12,3.01,1/9/2023,2023-01,272.49,8306.69
1/9/2023 18:00,14.93,3.34,1.25,5.19,2.15,3,1/9/2023,2023-01,272.49,8306.69
1/9/2023 19:00,8.23,2.37,0.66,2.16,1.14,1.9,1/9/2023,2023-01,272.49,8306.69
1/9/2023 20:00,7.18,1.48,0.79,2.28,0.91,1.72,1/9/2023,2023-01,272.49,8306.69
1/9/2023 21:00,8.27,1.81,0.59,3.01,1.19,1.67,1/9/2023,2023-01,272.49,8306.69
1/9/2023 22:00,9.24,2.36,0.48,3.37,0.95,2.08,1/9/2023,2023-01,272.49,8306.69
1/9/2023 23:00,8.38,1.56,0.82,2.72,1.21,2.07,1/9/2023,2023-01,272.49,8306.69
1/10/2023 0:00,8.38,1.81,0.71,3.36,1.05,1.45,1/10/2023,2023-01,267.23,8306.69
1/10/2023 1:00,8.43,1.73,0.65,3.39,1.26,1.4,1/10/2023,2023-01,267.23,8306.69
1/10/2023 2:00,8.98,1.91,0.8,2.94,1.28,2.05,1/10/2023,2023-01,267.23,8306.69
1/10/2023 3:00,8.59,1.89,0.54,2.89,1.37,1.9,1/10/2023,2023-01,267.23,8306.69
1/10/2023 4:00,7.68,1.97,0.57,2.7,1.08,1.36,1/10/2023,2023-01,267.23,8306.69
1/10/2023 5:00,6.57,1.47,0.66,2.15,0.91,1.38,1/10/2023,2023-01,267.23,8306.69
1/10/2023 6:00,7.9,1.53,0.72,2.75,0.99,1.91,1/10/2023,2023-01,267.23,8306.69
1/10/2023 7:00,8.2,2.4,0.52,2.3,1.01,1.97,1/10/2023,2023-01,267.23,8306.69
1/10/2023 8:00,14.61,3.48,1.24,4.74,1.91,3.24,1/10/2023,2023-01,267.23,8306.69
1/10/2023 9:00,14.43,3.19,1.1,5.07,2.09,2.98,1/10/2023,2023-01,267.23,8306.69
1/10/2023 10:00,14.65,3.58,1.18,5.2,1.81,2.88,1/10/2023,2023-01,267.23,8306.69
1/10/2023 11:00,14.34,3.56,1.16,4.65,2.19,2.78,1/10/2023,2023-01,267.23,8306.69
1/10/2023 12:00,14.09,3.44,1.32,4.79,1.84,2.7,1/10/2023,2023-01,267.23,8306.69
1/10/2023 13:00,14.64,3.25,1.11,5.47,1.88,2.93,1/10/2023,2023-01,267.23,8306.69
1/10/2023 14:00,14.75,3.46,1.18,5.4,1.88,2.83,1/10/2023,2023-01,267.23,8306.69
1/10/2023 15:00,15.67,3.68,1.21,5.49,2.05,3.24,1/10/2023,2023-01,267.23,8306.69
1/10/2023 16:00,14.54,3.21,1.16,5.3,1.82,3.05,1/10/2023,2023-01,267.23,8306.69
1/10/2023 17:00,14.7,3.84,1.18,4.72,2,2.96,1/10/2023,2023-01,267.23,8306.69
1/10/2023 18:00,14.42,3.69,1.2,4.52,2.05,2.96,1/10/2023,2023-01,267.23,8306.69
1/10/2023 19:00,8.17,2.34,0.74,2.1,1.22,1.77,1/10/2023,2023-01,267.23,8306.69
1/10/2023 20:00,9.02,2.23,0.83,2.76,1.2,2,1/10/2023,2023-01,267.23,8306.69
1/10/2023 21:00,8.18,2.12,0.61,2.91,0.8,1.74,1/10/2023,2023-01,267.23,8306.69
1/10/2023 22:00,7.62,1.97,0.81,2.49,0.97,1.38,1/10/2023,2023-01,267.23,8306.69
1/10/2023 23:00,8.67,2.07,0.62,3.15,1.05,1.78,1/10/2023,2023-01,267.23,8306.69
1/11/2023 0:00,9.21,2.08,0.79,3.48,1.27,1.59,1/11/2023,2023-01,269.3,8306.69
1/11/2023 1:00,7.98,1.76,0.51,3.05,1.26,1.4,1/11/2023,2023-01,269.3,8306.69
1/11/2023 2:00,8.02,1.83,0.66,3.06,1.08,1.39,1/11/2023,2023-01,269.3,8306.69
1/11/2023 3:00,8.4,1.77,0.49,3.45,0.82,1.87,1/11/2023,2023-01,269.3,8306.69
1/11/2023 4:00,8.17,2.22,0.82,2.23,0.83,2.07,1/11/2023,2023-01,269.3,8306.69
1/11/2023 5:00,8.8,1.76,0.61,3.27,1.22,1.94,1/11/2023,2023-01,269.3,8306.69
1/11/2023 6:00,8.24,2.37,0.72,2.94,0.88,1.33,1/11/2023,2023-01,269.3,8306.69
